date,latitude,longitude,wnv_present,tavg,dew_point,precip_total,stn_pressure,avg_speed,year,month,week_of_year,daylight_hours,r_humidity,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_OTHERS
2007-05-29,41.720848,-87.666014,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,0,1,0
2007-05-29,41.731922,-87.677512,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,0,1,0
2007-05-29,41.731922,-87.677512,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,0,0,0
2007-05-29,41.891126,-87.61156,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,1,0,0
2007-05-29,41.891126,-87.61156,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,0,1,0
2007-05-29,41.999129,-87.795585,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,1,0,0
2007-05-29,42.01743,-87.687769,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,1,0,0
2007-05-29,41.907645,-87.760886,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,0,1,0
2007-05-29,41.732984,-87.649642,0,75.5,58.5,0.0,29.415,6.95,2007.0,5.0,22.0,14.93,55.614999999999995,0,1,0
2007-06-05,41.95469,-87.800991,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.95469,-87.800991,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.95469,-87.800991,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,0,0
2007-06-05,41.974089,-87.824812,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.974089,-87.824812,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.9216,-87.666455,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.9216,-87.666455,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.9216,-87.666455,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,0,0
2007-06-05,41.891118,-87.654491,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.867108,-87.654224,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.867108,-87.654224,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.867108,-87.654224,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,0,0
2007-06-05,41.896282,-87.655232,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.919343,-87.694259,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.919343,-87.694259,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.921965,-87.632085,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.688324,-87.676709,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.720848,-87.666014,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.731922,-87.677512,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.731922,-87.677512,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.731922,-87.677512,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,0,0
2007-06-05,41.999129,-87.795585,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.999129,-87.795585,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.907645,-87.760886,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.732984,-87.649642,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.981964,-87.812827,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.944869,-87.832763,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,42.011601,-87.811506,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.94983,-87.698457,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.979243,-87.750938,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.986921,-87.689778,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.801498,-87.763416,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.906638,-87.701431,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.723195,-87.64997,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.868077,-87.666901,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.868077,-87.666901,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.869216,-87.627561,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.662014,-87.724608,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.662014,-87.724608,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.662014,-87.724608,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,0,0
2007-06-05,41.961743,-87.76007,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.961743,-87.76007,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.953067,-87.776792,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.953067,-87.776792,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.878114,-87.629798,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.958271,-87.702575,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.958271,-87.702575,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.932094,-87.700117,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.994469,-87.667736,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,42.006858,-87.675919,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.916265,-87.800515,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.916265,-87.800515,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.846075,-87.716277,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.918705,-87.752329,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.682587,-87.707973,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.682587,-87.707973,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.725517,-87.614258,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.948167,-87.730698,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,1,0,0
2007-06-05,41.948167,-87.730698,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-05,41.963976,-87.69181,0,56.5,47.5,0.345,29.130000000000003,7.85,2007.0,6.0,23.0,15.1,71.825,0,1,0
2007-06-26,41.95469,-87.800991,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.95469,-87.800991,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.95469,-87.800991,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,0,1
2007-06-26,41.994991,-87.769279,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.994991,-87.769279,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.974089,-87.824812,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.9216,-87.666455,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.9216,-87.666455,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.891118,-87.654491,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.891118,-87.654491,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.867108,-87.654224,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.896282,-87.655232,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.919343,-87.694259,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.688324,-87.676709,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.688324,-87.676709,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.688324,-87.676709,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.731922,-87.677512,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.891126,-87.61156,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.891126,-87.61156,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.999129,-87.795585,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.999129,-87.795585,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,42.01743,-87.687769,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,42.01743,-87.687769,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.944869,-87.832763,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.944869,-87.832763,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,42.011601,-87.811506,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,42.011601,-87.811506,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.94983,-87.698457,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.979243,-87.750938,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.986921,-87.689778,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.986921,-87.689778,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.906638,-87.701431,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.906638,-87.701431,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.868077,-87.666901,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.868077,-87.666901,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.868077,-87.666901,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,0,0
2007-06-26,41.662014,-87.724608,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.662014,-87.724608,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.662014,-87.724608,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,0,0
2007-06-26,41.961743,-87.76007,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.961743,-87.76007,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.953067,-87.776792,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.878114,-87.629798,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.958271,-87.702575,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.932094,-87.700117,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,42.006858,-87.675919,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.916265,-87.800515,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.916265,-87.800515,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.682587,-87.707973,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.682587,-87.707973,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.963976,-87.69181,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.953705,-87.733974,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.964242,-87.757639,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.990284,-87.797127,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.990284,-87.797127,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,42.008314,-87.777921,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.991429,-87.747113,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.843811,-87.686763,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.921177,-87.79518,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.852652,-87.719887,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.852652,-87.719887,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.857402,-87.694991,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.868142,-87.696269,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.868142,-87.696269,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.846283,-87.656913,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.721474,-87.648064,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.869107,-87.696293,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,0,0
2007-06-26,41.719059,-87.675088,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,1,0,0
2007-06-26,41.719059,-87.675088,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-26,41.966987,-87.674677,0,81.5,69.0,0.080005,29.42,7.6,2007.0,6.0,26.0,15.22,65.9,0,1,0
2007-06-29,41.95469,-87.800991,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.974089,-87.824812,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.974089,-87.824812,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.891118,-87.654491,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.921965,-87.632085,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.688324,-87.676709,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.688324,-87.676709,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,0,0
2007-06-29,41.862292,-87.64886,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.731922,-87.677512,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.999129,-87.795585,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,42.01743,-87.687769,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,42.01743,-87.687769,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.907645,-87.760886,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,42.011601,-87.811506,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.986921,-87.689778,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.986921,-87.689778,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.801498,-87.763416,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,0,0
2007-06-29,41.723195,-87.64997,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.868077,-87.666901,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.868077,-87.666901,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.868077,-87.666901,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,0,0
2007-06-29,41.662014,-87.724608,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.961743,-87.76007,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.953067,-87.776792,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.878114,-87.629798,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.958271,-87.702575,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,42.006858,-87.675919,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.916265,-87.800515,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.916265,-87.800515,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.682587,-87.707973,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.948167,-87.730698,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.990284,-87.797127,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.991429,-87.747113,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.857402,-87.694991,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.857402,-87.694991,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.721474,-87.648064,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.721474,-87.648064,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,0,0
2007-06-29,41.923738,-87.785288,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.970248,-87.787992,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,42.010412,-87.66214,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
2007-06-29,41.89923,-87.716788,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,1,0,0
2007-06-29,41.89923,-87.716788,0,63.5,55.5,0.0,29.439999999999998,8.25,2007.0,6.0,26.0,15.2,75.175,0,1,0
